"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WPELTC84","journalArticle","2000","Thanasankit, Theerasak; Corbitt, Brian","Cultural Context and its Impact on Requirements Elicitation in Thailand","THE ELECTRONIC JOURNAL OF INFORMATION SYSTEMS IN DEVELOPING COUNTRIES","","1681-4835","10.1002/j.1681-4835.2000.tb00002.x","https://onlinelibrary.wiley.com/doi/abs/10.1002/j.1681-4835.2000.tb00002.x","This paper reports one part of an ethnographic study of how software analysts in Thai software houses undertake the requirements engineering process. In this paper the impact of Thai culture on the elicitation of requirements in information systems developed will be reported. The important role of requirements for software and systems development can be traced to the early study of software engineering. Software developers realised that errors during the requirements phase caused high cost in fixing systems and often led to rejection of systems (Laudon and Laudon 1995). This paper compares the nature of elicitation of requirements by systems analysts in Thailand with standard descriptions of elicitation in requirements engineering research. Detailed descriptions of elicitation processes and an evaluation of text are used to suggest that elicitation in Thailand is affected by different use of analytical and elicitation tools, different adaptation of those tools to the elicitation process, an inability to gain full access to all users where requirements can be identified, increased time needed to uncover requirements and an inability to develop requirements specification. This has important implications for Software Houses using western consultants or organisations employing consultants not familiar with Thai Culture. Understanding the nature of the impact of Thai culture on Requirements engineering processes should ensure that project failure due to poor understanding of requirements for systems would be lessened.","2000","2023-05-03 15:43:54","2023-05-03 15:43:54","2023-05-03 15:43:54","1-19","","1","1","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/j.1681-4835.2000.tb00002.x","","C:\Users\gabra\Zotero\storage\UETL9KYB\Thanasankit and Corbitt - 2000 - Cultural Context and its Impact on Requirements El.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BF2NTQ76","journalArticle","2018","Dar, Hafsa; Lali, M. Ikramullah; Ashraf, Humaira; Ramzan, Muhammad; Amjad, Tehmina; Shahzad, Basit","A Systematic Study on Software Requirements Elicitation Techniques and its Challenges in Mobile Application Development","IEEE Access","","2169-3536","10.1109/ACCESS.2018.2874981","","Software Requirements Engineering has paved its roots in both industry and academia, as today's complex systems are programmed to provide efficient user-centric functionalities. This also refers to the emergence of challenges in Requirements Elicitation techniques, approaches, and tools while performing them. Particularly, in the area of Requirements Engineering for software development, a number of techniques and approaches have been observed in literature but for mobile application development, which is different from the traditional software development, has not been discussed much in past studies. Short development cycle, device limitations, and less development time for mobile application development are some of the issues to which there is no `silver bullet' available. Therefore, the Requirement Analysts are in dire need of defined guidelines for Requirement Elicitation in mobile application development. With this study, we aim to provide a detailed overview of Requirements Elicitation techniques and its challenges. We have conducted a systematic literature review by surveying 4507 initial and 36 primary studies. A comprehensive set of 22 elicitation techniques were measured based on quality assessment criteria, including time and cost factors, resource effectiveness, and domain understanding. Furthermore, the challenges in Requirements Elicitation were also grouped into eight different categories based on their applicability. Our study effectively contributes in highlighting Software Requirements Elicitation Techniques and its challenges in mobile application development.","2018","2023-05-03 15:43:58","2023-05-03 15:43:58","","63859-63867","","","6","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\gabra\Zotero\storage\DK5RGDDQ\Dar et al. - 2018 - A Systematic Study on Software Requirements Elicit.pdf","","","requirements engineering; Requirements engineering; Software; software engineering; Mobile communication; android application; Application programming interfaces; Guidelines; Mobile applications; Requirement elicitation; requirement gathering; software development life cycle; Stakeholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J89MNXJ8","conferencePaper","2010","Noll, John; Liu, Wei-Ming","Requirements elicitation in open source software development: a case study","Proceedings of the 3rd International Workshop on Emerging Trends in Free/Libre/Open Source Software Research and Development","978-1-60558-978-7","","10.1145/1833272.1833279","https://doi.org/10.1145/1833272.1833279","A growing body of empirical research has examined large, successful open source software projects such as the Linux kernel, Apache web server, and Mozilla web browser. Do these results extend to small open source efforts involving a handful of developers? A study of the OpenEMR open source electronic medical record project was conducted, with the goal of understanding how requirements are elicited, documented, agreed, and validated in a small open source software project The results show that the majority of features are asserted by developers, based on either their personal experience, or knowledge of users' needs. Relatively few were requested directly by users. Validation and documentation took the form of informal discussions via the project's developer mailing list. These results are consistent with an earlier study of the Firefox web browser, suggesting that there is a common open source requirements approach that is independent of project size.","2010-05-08","2023-05-03 15:47:15","2023-05-03 15:47:15","2023-05-03","35–40","","","","","","Requirements elicitation in open source software development","FLOSS '10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","C:\Users\gabra\Zotero\storage\9M9HWIVV\Noll and Liu - 2010 - Requirements elicitation in open source software d.pdf","","","electronic health record; electronic medical record; open source software; software requirements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5XMR347","journalArticle","2019","Aldave, Ainhoa; Vara, Juan M.; Granada, David; Marcos, Esperanza","Leveraging creativity in requirements elicitation within agile software development: A systematic literature review","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2019.110396","https://www.sciencedirect.com/science/article/pii/S0164121219301712","Agile approaches tend to focus solely on scoping and simplicity rather than on problem solving and discovery. This hampers the development of innovative solutions. Additionally, little has been said about how to capture and represent the real user needs. To fill this gap, some authors argue in favor of the application of “Creative thinking” for requirements elicitation within agile software development. This synergy between creativeness and agility has arisen as a new means of bringing innovation and flexibility to increasingly demanding software. The aim of the present study is therefore to employ a systematic review to investigate the state-of-the-art of those approaches that leverage creativity in requirements elicitation within Agile Software Development, as well as the benefits, limitations and strength of evidence of these approaches. The review was carried out by following the guidelines proposed by Dr. Kitchenham. The search strategy identified 1451 studies, 17 of which were eventually classified as primary studies. The selected studies contained 13 different and unique proposals. These approaches provide evidence that enhanced creativity in requirements elicitation can be successfully implemented in real software projects. We specifically observed that projects related to user interface development, such as those for mobile or web applications, are good candidates for the use of these approaches. We have also found that agile methodologies such as Scrum, Extreme Programming or methodologies based on rapid modelling are preferred when introducing creativity into requirements elicitation. Despite this being a new research field, there is a mixture of techniques, tools and processes that have already been and are currently being successfully tested in industry. Finally, we have found that, although creativity is an important ingredient with which to bring about innovation, it is not always sufficient to generate new requirements because this needs to be followed by user engagement and a specific context in which proper conditions, such as flexibility, time or resources, have to be met.","2019-11-01","2023-05-03 15:47:22","2023-05-03 15:47:22","2023-05-03 15:47:22","110396","","","157","","Journal of Systems and Software","Leveraging creativity in requirements elicitation within agile software development","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\IUV942PH\Aldave et al. - 2019 - Leveraging creativity in requirements elicitation .pdf","","","Systematic review; Requirements elicitation; Agile methodologies; Creative thinking; Software development; Software project management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GB9A4STN","journalArticle","2005","Razali, Rozilawati; Anwar, Fares","SELECTING THE RIGHT STAKEHOLDERS FOR REQUIREMENTS ELICITATION: A SYSTEMATIC APPROACH",". Vol.","","","","","Requirements elicitation is the most critical phase in software development as it captures the required functionality of a software system. The elicitation process is indeed resource intensive. It involves a number of dedicated stakeholders who are deliberately gathered to confer and stipulate software requirements. The effectiveness of the process is greatly influenced by the credibility and suitability of the stakeholders involved. Correct and complete requirements could only be achieved if they are gathered from the right stakeholders. Therefore, there is a need of systematic approach that could help in identifying and choosing the appropriate stakeholders. As stakeholder participation can be enormous, the approach should also embrace prioritization. This study addresses this issue by collating important elements that contribute to an effective selection of stakeholders for requirement elicitation purposes. The elements were identified through reviews of related work, which were analyzed by using content analysis. The elements were then integrated as a conceptual framework that consists of a step-by-step procedure. The framework can be used by practitioners to execute the selection process. To researchers, the study proposes several mechanisms to support the approach as a guide for future research.","2005","2023-05-03 15:47:23","2023-05-03 15:47:23","","","","","33","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\39GHRI2P\Razali and Anwar - 2005 - SELECTING THE RIGHT STAKEHOLDERS FOR REQUIREMENTS .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCBEDWBS","journalArticle","2001","Browne, Glenn J.; Rogich, Michael B.","An Empirical Investigation of User Requirements Elicitation: Comparing the Effectiveness of Prompting Techniques","Journal of Management Information Systems","","0742-1222","10.1080/07421222.2001.11045665","https://doi.org/10.1080/07421222.2001.11045665","Eliciting requirements from users and other stakeholders is of central importance to information systems development. Despite this importance, surprisingly little research has measured the effectiveness of various requirements elicitation techniques. The present research first discusses theory relevant to information requirements determination in general and elicitation in particular.We then develop a model of the requirements elicitation process. This model and its underlying theory were then used to construct a new requirements elicitation prompting technique. To provide a context for testing the relative effectiveness of the new technique, two other questioning methodologies were also operationalized as prompting techniques: (1) the interrogatories technique, which involves asking ""who,"" ""what,"" ""when,"" ""where,"" ""how,"" and ""why""; questions; and (2) a semantic questioning scheme, which involves asking questions based on a theoretical model of knowledge structures. To measure the usefulness of the prompting techniques in eliciting requirements, a set of generic requirements categories was adapted from previous research to capture requirements evoked by users. The effectiveness of the three methods in eliciting requirements for a software application was then tested in an experiment with users. Results showed that the new prompting technique elicited a greater quantity of requirements from users than did the other two techniques. Implications of the findings for research and systems analysis practice are discussed.","2001-03-01","2023-05-03 15:47:26","2023-05-03 15:47:26","2023-05-03 15:47:25","223-249","","4","17","","","An Empirical Investigation of User Requirements Elicitation","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/07421222.2001.11045665","","","","","INFORMATION SYSTEMS DEVELOPMENT PROMPTING TECHNIQUES REQUIREMENTS ELICITATION SYSTEMS ANALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBM2KSJ2","journalArticle","2014","Iqbal, Tabbassum; Suaib, Mohammad","Requirement Elicitation Technique: -A Review Paper","International Journal of Computer & Mathematical Sciences","","","","","Requirement Elicitation is important for developing any new application. Due to wrong elicitation decision most of the system fails. It is impossible to find out requirements and the needs of the users without help of elicitation technique. The most common challenge for analysts during elicitation process is to ensure effective communication between analyst and the users. Most of the error comes in the system because of poor communication between user and analyst. This research paper is based on understanding elicitation techniques and their usage in real time applications, by implementing the Elicitation techniques in a new application. According to this research paper we cover the gap between analyst and the users by implementing requirement elicitation technique.","2014-12-01","2023-05-03 15:47:31","2023-05-03 15:47:31","","1","","","3","","International Journal of Computer & Mathematical Sciences","Requirement Elicitation Technique","","","","","","","","","","","","ResearchGate","","","","C:\Users\gabra\Zotero\storage\JAIFD9FY\Iqbal and Suaib - 2014 - Requirement Elicitation Technique -A Review Paper.pdf; ","https://www.researchgate.net/profile/Mohammad-Suaib/publication/272944882_Requirement_Elicitation_Technique_-A_Review_Paper/links/54f412140cf2f9e34f08d5b2/Requirement-Elicitation-Technique-A-Review-Paper.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIAFQYDR","journalArticle","","Tuunanen, Tuure","A New Perspective on Requirements Elicitation Methods","","","","","","We open a new area of discussion in requirements elicitation and we argue that a new category of end-users is emerging: wide-audience end-users (WAEU). We propose that current literature does not acknowledge the elicitation needs of WAEUs. To support our argument, we develop a framework consisting of two dimensions, reach and communication, in order to review the literature. Using this framework, we form a perspective on the state of research in the area, and determine that academia is moving in the right direction in the development of new elicitation methods. However, we argue that at the moment, no one method or technique presents an integrated solution. To fill this gap, we present three studies that enable us to argue that WAEUs are reachable, but that more work is needed in the field. We propose some suggestions on how this could be done, and identify three areas needing further research: selection of the participants, representation of requirements across stakeholders, and integration of risk in selecting the elicitation method.","","2023-05-03 15:47:33","2023-05-03 15:47:33","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\2T2F5ITJ\Tuunanen - A New Perspective on Requirements Elicitation Meth.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5KAIHNY","journalArticle","1999","Durán Toro, Amador; Bernárdez Jiménez, Beatriz; Ruiz Cortés, Antonio; Toro Bonilla, Miguel","A Requirements Elicitation Approach Based in Templates and Patterns","","","","","https://idus.us.es/handle/11441/26374","One of the main problems of requirements elicitation is expressing customer requirements in a form that can be understood not only by requirements engineers but also by noncomputer professional customers and users. The usual choice for expressing elicited requirements is natural language, since it is frequently the only common language to all participants. Problems of natural language are well–known, but using more formal notations too early is a risky choice that can make requirements impossible to understand for customers and users. Moreover, requirements engineers do not usually have good writing skills, and sometimes semantically correct requirements, expressed in natural language, are not understood because of the way they are written. in this paper, we present requirements templates that can improve requirements elicitation and expression, and two kinds of patterns: linguistic patterns, which are very used sentences in natural language requirements descriptions that can be parameterized and integrated into templates, and requirements patterns, which are generic requirements templates that are found very often during the requirements elicitation process and that can be reused with some adaptation.","1999","2023-05-03 15:47:37","2023-05-03 15:47:37","2023-05-03 15:47:37","","","","","","","","","","","","","","eng","Atribución-NoComercial-SinDerivadas 4.0 España","","","","idus.us.es","","Accepted: 2015-06-29T14:55:33Z","","C:\Users\gabra\Zotero\storage\JXJIFK5A\Durán Toro et al. - 1999 - A Requirements Elicitation Approach Based in Templ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMIV2LWL","journalArticle","2018","Mishra, Deepti; Aydin, Seçil; Mishra, Alok; Ostrovska, Sofiya","Knowledge management in requirement elicitation: Situational methods view","Computer Standards & Interfaces","","0920-5489","10.1016/j.csi.2017.09.004","https://www.sciencedirect.com/science/article/pii/S092054891630229X","In small-scale software development organizations, software engineers are beginning to realize the significance of adapting software development methods according to project conditions. There is a requirement to proliferate this know-how to other developers, who may be facing the same settings/context, so that they too can benefit from others’ experiences. In this paper, the application of situational method engineering in requirements elicitation phase is investigated. A novel, simple and dynamic web-based tool, Situational Requirement Method System (SRMS), is developed which can aid in conception/formulation, repository, and elicitation/derivation of methods related with this stage. The proposed approach and tool are validated by distributing a questionnaire among software professionals working in large software companies, and making SRMS accessible to them. The results indicate that a majority of the participants finds SRMS useful and provides various suggestions to improve it.","2018-02-01","2023-05-03 15:47:43","2023-05-03 15:47:43","2023-05-03 15:47:43","49-61","","","56","","Computer Standards & Interfaces","Knowledge management in requirement elicitation","","","","","","","en","","","","","ScienceDirect","","","","","","","Knowledge management; Requirement elicitation; Requirement engineering; Situational method engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHBL77LB","journalArticle","2015","Ghanbari, Hadi; Similä, Jouni; Markkula, Jouni","Utilizing online serious games to facilitate distributed requirements elicitation","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2015.07.017","https://www.sciencedirect.com/science/article/pii/S0164121215001491","Requirements elicitation is one of the most important and challenging activities in software development projects. A variety of challenges related to requirements elicitation are reported in the literature, of which the lack of proper communication and knowledge transfer between software stakeholders are among the most important. Communication and knowledge transfer are becoming even bigger challenges with the current increase in globally distributed software development projects due to the temporal, geographic, and sociocultural diversity among software stakeholders. In this study, we propose a new approach to requirements elicitation, which employs online serious games for gathering requirements from distributed software stakeholders. The feasibility and effectiveness of the proposed approach were evaluated in an empirical study with encouraging results. These results especially reveal that our suggested approach enables less-experienced individuals to identify a higher number of requirements. Our results also reveal that for the majority of subjects, especially individuals with less technical experience, this approach was a pleasant and easy way of participating in requirements elicitation. Based on these results we suggest that using online serious games not only enhances innovation and creativity among end-users but also facilitates collaboration and communication among software stakeholders. Implications for both research and practice are considered.","2015-11-01","2023-05-03 15:47:49","2023-05-03 15:47:49","2023-05-03 15:47:49","32-49","","","109","","Journal of Systems and Software","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\CK8MILLG\Ghanbari et al. - 2015 - Utilizing online serious games to facilitate distr.pdf","","","Global software development; Innovative requirements elicitation; Serious games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37XRU6DY","journalArticle","","Zhang, Zheying","Effective Requirements Development - A Comparison of Requirements Elicitation techniques","","","","","","","","2023-05-03 15:47:51","2023-05-03 15:47:51","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\ZKF7QQ2P\Zhang - Effective Requirements Development - A Comparison .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6L9B39NB","journalArticle","1990","Holbrook, H.","A scenario-based methodology for conducting requirements elicitation","ACM SIGSOFT Software Engineering Notes","","0163-5948","10.1145/382294.382725","https://dl.acm.org/doi/10.1145/382294.382725","Requirements analysis is the process of identifying a user's needs and determining what to build in an a system. Within requirements analysis is the process of requirements elicitation in which tacit information about ""what to build"" is obtained from the user and his environment. Here, we will describe a methodology, dubbed Scenario Based Requirements Elicitation (SBRE), which structures the early interaction between users and designers in order to quickly develop a set of initial requirements. The methodology features the parallel development of requirements and a high-level design, the use of scenarios to communicate the behavior of a design, an evaluation function to assess the suitability of the design, and an issue base with which to maintain the issues that arise during the elicitation process.","1990-01-01","2023-05-03 15:47:53","2023-05-03 15:47:53","2023-05-03 15:47:53","95–104","","1","15","","SIGSOFT Softw. Eng. Notes","","","","","","","","","","","","","ACM Digital Library","","","","C:\Users\gabra\Zotero\storage\H4G3JY6Q\Holbrook - 1990 - A scenario-based methodology for conducting requir.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHBK4YF4","journalArticle","2020","Saeeda, Hina; Dong, Junyu; Wang, Yong; Abid, Muhammmad Adil","A proposed framework for improved software requirements elicitation process in SCRUM: Implementation by a real-life Norway-based IT project","Journal of Software: Evolution and Process","","2047-7481","10.1002/smr.2247","https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2247","Software requirement engineering (SRE) is the initial stage of the software engineering process and entails several challenges relating to the identification, implementation, evolution, and management of requirements for the development of software systems that meet the desired functionality quality standards. Agile software development (ASD) is a well-known software development process that follows a lightweight and adaptive methodology to support the incremental development of software systems. Since the ASD follows an adaptive procedure (ie, a flexible, nanostructured, and dynamic approach) of software development, it becomes challenging to perform SRE that follows a structured approach for managing software requirements throughout the life cycle of software development. The primary challenges for SRE, while pursuing an ASD, include, but are not limited to, identification of incomplete requirements, implementation of vague requirements, prioritization of secondary functional requirements, and compromise on users' involvement that negatively impacts the software system's functionality and quality. To overcome these challenges, some of the recent research efforts have focused on managing different phases of SRE during software development using the ASD. However, there is a lack of solutions that provide software engineers/practitioners with a solution. Besides, frameworks to effectively manage all the phases of SRE as per the needs of the ASD are needed. We propose a framework that unifies joint requirements document (JRD) and SCRUM to incrementally (a) identify, (b) implement, (c) evolve, and (d) manage system requirements throughout the software development cycle. We have used the action research method to qualitatively validate the proposed framework based on data and user requirements collected from a product-focused (multinational) Norway-based software company. The results of the validation are based on statistical analysis that reflects the usefulness of the proposed framework for SRE in ASD-based software engineering and development. Future research is the possible application of a machine learning approach (es) in the intended context for agile requirements elicitations.","2020","2023-05-03 15:47:56","2023-05-03 15:47:56","2023-05-03 15:47:56","e2247","","7","32","","","A proposed framework for improved software requirements elicitation process in SCRUM","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/smr.2247","","","","","SCRUM; agile software engineering; joint requirements development; mind mapping; software requirement engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HU8NCQ7L","journalArticle","2019","Garcia, Ivan; Pacheco, Carla; León, Andrés; Calvo-Manzano, Jose A.","Experiences of using a game for improving learning in software requirements elicitation","Computer Applications in Engineering Education","","1099-0542","10.1002/cae.22072","https://onlinelibrary.wiley.com/doi/abs/10.1002/cae.22072","Many recent studies have demonstrated that the traditional methods used in teaching software requirements elicitation are ineffective because they frequently produce unskilled graduates who are inappropriately trained to apply their practical knowledge in the workplace. Therefore, the combination of traditional teaching approaches and modern learning tools has been used to better prepare undergraduate students. Biyubi is a game that has been developed to complement traditional teaching in order to facilitate the learning of requirements elicitation activities on an undergraduate Software Engineering course. Biyubi provides a simulated environment for students so that they can explore, analyze, and discover the wishes and needs of the correct stakeholders. This game has been tested and validated by undergraduate students from the NovaUniversitas University, Mexico. The use of Biyubi achieved an increase in the motivation, satisfaction, and learning experience of students in requirements elicitation. The game has the potential to better explain the proper use of a requirements elicitation technique while the technical skills of the students are also improved.","2019","2023-05-03 15:48:02","2023-05-03 15:48:02","2023-05-03 15:48:02","249-265","","1","27","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/cae.22072","","C:\Users\gabra\Zotero\storage\Z8RD26ZW\Garcia et al. - 2019 - Experiences of using a game for improving learning.pdf","","","requirements elicitation; education; game; learning-by-doing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD3ZESAL","journalArticle","2014","Ribeiro, Claudia; Farinha, Carla; Pereira, João; Mira da Silva, Miguel","Gamifying requirement elicitation: Practical implications and outcomes in improving stakeholders collaboration","Entertainment Computing","","1875-9521","10.1016/j.entcom.2014.04.002","https://www.sciencedirect.com/science/article/pii/S1875952114000135","The requirements engineering process is a key phase of the Information System development since it determines its functionalities and its operation. Before requirements can be analyzed, modeled, or specified they must be gathered through an elicitation process. Requirements elicitation is non-trivial because you can never be sure you get all requirements from the user or stakeholder by just asking them what the system should do. Requirements elicitation practices include interviews, questionnaires, user observation, workshops, brainstorming, use cases, role playing and prototyping. However, these common procedures are still prone to be ambiguous or incorrect which can lead the Information Systems to failure. It is consensual that one of the major problem of this activity relates to the communication and collaboration between different and distant stakeholders. Thus, recent studies have been proposing web collaborative tools to gather these stakeholders in order to elicit requirements. The paper aims to evaluate the effectiveness and acceptance of such a collaborative tool which was developed by using a gamification approach and the Six Thinking Hats method. The document also makes a discussion of the implication and outcomes of improving stakeholders collaboration.","2014-12-01","2023-05-03 15:48:05","2023-05-03 15:48:05","2023-05-03 15:48:04","335-345","","4","5","","Entertainment Computing","Gamifying requirement elicitation","","","","","","","en","","","","","ScienceDirect","","","","","","","Collaboration; Gamification; Requirements elicitation; Communication; Cooperation; Six Thinking Hats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T25K8U9Z","conferencePaper","2009","Castro-Herrera, Carlos; Duan, Chuan; Cleland-Huang, Jane; Mobasher, Bamshad","A recommender system for requirements elicitation in large-scale software projects","Proceedings of the 2009 ACM symposium on Applied Computing","978-1-60558-166-8","","10.1145/1529282.1529601","https://doi.org/10.1145/1529282.1529601","In large and complex software projects, the knowledge needed to elicit requirements and specify the functional and behavioral properties can be dispersed across many thousands of stakeholders. Unfortunately traditional requirements engineering techniques, which were primarily designed to support face-to-face meetings, do not scale well to handle the needs of larger projects. We therefore propose a semi-automated requirements elicitation framework which uses data-mining techniques and recommender system technologies to facilitate stakeholder collaboration in a large-scale, distributed project. Our proposed recommender model is a hybrid one designed to manage the placement of stakeholders into highly focused discussion forums, where they can work collaboratively to generate requirements. In our approach, statements of need are first gathered from the project stakeholders; unsupervised clustering techniques are then used to identify cohesive and finely-grained themes and a users' profile is constructed according to the interests of the stakeholders in each of these themes. This profile feeds information to a collaborative recommender, which predicts stakeholders' interests in additional forums. The validity and effectiveness of the proposed recommendation framework is evaluated through a series of experiments using feature requests from three software systems.","2009-03-08","2023-05-03 15:48:08","2023-05-03 15:48:08","2023-05-03","1419–1426","","","","","","","SAC '09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","collaborative recommender systems; large-scale software engineering; requirements clustering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2CKMDXK","journalArticle","2013","Azadegan, Aida; Papamichail, K. Nadia; Sampaio, Pedro","Applying collaborative process design to user requirements elicitation: A case study","Computers in Industry","","0166-3615","10.1016/j.compind.2013.05.001","https://www.sciencedirect.com/science/article/pii/S0166361513000961","User requirements play a central role in software development processes by bridging the needs of business to the software. In many cases stakeholders who have different perspectives and expectations about the future system need to collaborate to clarify, capture and uncover user requirements in an efficient and effective manner. Many industry experts have admitted that collaboration among stakeholders in a facilitated workshop, aimed at defining and articulating user requirements, is one of the most difficult tasks in software development. The aim of the research described in this paper is to present a process that can address the challenges of collaborative user requirements elicitation workshops. The process contains activities that correspond to a pattern of collaboration. Developed on a pattern-based architecture, the process is reusable and can be applied to similar user requirements elicitation workshops. To achieve this goal, the principles of Collaboration Engineering (CE) are applied to design collaborative processes that consist of ThinkLets, a set of facilitation scripts and process-building blocks, bundled together. The process is evaluated in practice by running facilitated workshops as well as by collecting experts’ comments and opinions. The results indicate that the approach is usable and useful. The paper concludes with further elaboration and discussions on research contribution and potential future work in the field.","2013-09-01","2023-05-03 15:49:09","2023-05-03 15:49:09","2023-05-03 15:49:09","798-812","","7","64","","Computers in Industry","Applying collaborative process design to user requirements elicitation","","","","","","","en","","","","","ScienceDirect","","","","","","","Requirements elicitation; Collaboration Engineering; Group facilitation; ThinkLet; Workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCG2E6YG","conferencePaper","2011","Umber, Ashfa; Bajwa, Imran Sarwar; Asif Naeem, M.","NL-Based Automated Software Requirements Elicitation and Specification","Advances in Computing and Communications","978-3-642-22714-1","","10.1007/978-3-642-22714-1_4","","This paper presents a novel approach to automate the process of software requirements elicitation and specification. The software requirements elicitation is perhaps the most important phase of software development as a small error at this stage can result in absurd software designs and implementations. The automation of the initial phase (such as requirement elicitation) phase can also contribute to a long standing challenge of automated software development. The presented approach is based on Semantic of Business Vocabulary and Rules (SBVR), an OMG’s recent standard. We have also developed a prototype tool SR-Elicitor (an Eclipse plugin), which can be used by software engineers to record and automatically transform the natural language software requirements to SBVR software requirements specification. The major contribution of the presented research is to demonstrate the potential of SBVR based approach, implemented in a prototype tool, proposed to improve the process of requirements elicitation and specification.","2011","2023-05-03 15:49:12","2023-05-03 15:49:12","","30-39","","","","","","","Communications in Computer and Information Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\YCJHY4AJ\Umber et al. - 2011 - NL-Based Automated Software Requirements Elicitati.pdf","","","Requirements Elicitation; Natural Language Processing; Requirement Engineering; Requirements Specification","Abraham, Ajith; Lloret Mauri, Jaime; Buford, John F.; Suzuki, Junichi; Thampi, Sabu M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
