"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VCG2E6YG","conferencePaper","2011","Umber, Ashfa; Bajwa, Imran Sarwar; Asif Naeem, M.","NL-Based Automated Software Requirements Elicitation and Specification","Advances in Computing and Communications","978-3-642-22714-1","","10.1007/978-3-642-22714-1_4","","This paper presents a novel approach to automate the process of software requirements elicitation and specification. The software requirements elicitation is perhaps the most important phase of software development as a small error at this stage can result in absurd software designs and implementations. The automation of the initial phase (such as requirement elicitation) phase can also contribute to a long standing challenge of automated software development. The presented approach is based on Semantic of Business Vocabulary and Rules (SBVR), an OMG’s recent standard. We have also developed a prototype tool SR-Elicitor (an Eclipse plugin), which can be used by software engineers to record and automatically transform the natural language software requirements to SBVR software requirements specification. The major contribution of the presented research is to demonstrate the potential of SBVR based approach, implemented in a prototype tool, proposed to improve the process of requirements elicitation and specification.","2011","2023-05-03 15:49:12","2023-05-03 15:49:12","","30-39","","","","","","","Communications in Computer and Information Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\YCJHY4AJ\Umber et al. - 2011 - NL-Based Automated Software Requirements Elicitati.pdf","","","Requirements Elicitation; Natural Language Processing; Requirement Engineering; Requirements Specification","Abraham, Ajith; Lloret Mauri, Jaime; Buford, John F.; Suzuki, Junichi; Thampi, Sabu M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LF8NZ9M9","journalArticle","2021","Lim, Sachiko; Henriksson, Aron; Zdravkovic, Jelena","Data-Driven Requirements Elicitation: A Systematic Literature Review","SN Computer Science","","2661-8907","10.1007/s42979-020-00416-4","https://doi.org/10.1007/s42979-020-00416-4","Requirements engineering has traditionally been stakeholder-driven. In addition to domain knowledge, widespread digitalization has led to the generation of vast amounts of data (Big Data) from heterogeneous digital sources such as the Internet of Things (IoT), mobile devices, and social networks. The digital transformation has spawned new opportunities to consider such data as potentially valuable sources of requirements, although they are not intentionally created for requirements elicitation. A challenge to data-driven requirements engineering concerns the lack of methods to facilitate seamless and autonomous requirements elicitation from such dynamic and unintended digital sources. There are numerous challenges in processing the data effectively to be fully exploited in organizations. This article, thus, reviews the current state-of-the-art approaches to data-driven requirements elicitation from dynamic data sources and identifies research gaps. We obtained 1848 hits when searching six electronic databases. Through a two-level screening and a complementary forward and backward reference search, 68 papers were selected for final analysis. The results reveal that the existing automated requirements elicitation primarily focuses on utilizing human-sourced data, especially online reviews, as requirements sources, and supervised machine learning for data processing. The outcomes of automated requirements elicitation often result in mere identification and classification of requirements-related information or identification of features, without eliciting requirements in a ready-to-use form. This article highlights the need for developing methods to leverage process-mediated and machine-generated data for requirements elicitation and addressing the issues related to variety, velocity, and volume of Big Data for the efficient and effective software development and evolution.","2021-01-04","2023-05-03 15:49:22","2023-05-03 15:49:22","2023-05-03 15:49:22","16","","1","2","","SN COMPUT. SCI.","Data-Driven Requirements Elicitation","","","","","","","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\U68FQBBW\Lim et al. - 2021 - Data-Driven Requirements Elicitation A Systematic.pdf","","","Requirements engineering; Requirements elicitation; Automation; Big Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MGRDYN2Z","journalArticle","2012","Mulla, Nilofar","A New Approach to Requirement Elicitation Based on Stakeholder Recommendation andCollaborative Filtering","International Journal of Software Engineering & Applications","","09762221","10.5121/ijsea.2012.3305","http://www.airccse.org/journal/ijsea/papers/3312ijsea05.pdf","The customers' needs in a software project are identified in the process of Software requirements elicitation. For building a software system this process is considered as one of the most important parts. In this part it is decided precisely what will be built. A close interaction between developers and end-users of the system is needed by requirements’ gathering. Meetings can be costly, inconvenient and infrequent if developers and end-users are in different organizations or different cities. The quality of the elicited requirements can greatly be impacted if there is a problem of communication. Requirement elicitation is a process difficult to scale to large software projects with many stakeholders which involves identifying and prioritizing requirements. A stakeholder is an individual or a group who can influence or be influenced by the success or failure of a project. Existing methods to identify and prioritize requirements do not scale well to large projects. Large projects tend to be beset by three problems: information overload, inadequate stakeholder input, and biased prioritization of requirements. Existing methods to identify and prioritize requirements do not scale well to large projects. Existing requirements prioritization methods require substantial efforts from the requirements engineers when there are many requirements. To address the problems Stakeholder recommender model will contain steps:-Identify the large project, Analysis of requirements, Identify and prioritize stakeholders, Predict requirements, Prioritize requirements. For making predictions, our approach will use one of the most well known algorithms that is k-Nearest Neighbor (kNN) algorithm. KNN is used to identify like-minded users with similar rating histories in order to predict ratings for unobserved users-item pairs. A unique subset of the community for each user is found out by KNN by identifying those with similar interests. To do so, every pair of user profile is compared to measure the degree of similarity. A neighbourhood is created for each user by selecting the k most similar users. The similarity between each pair of user profiles for users in the neighbourhood is used to compute predicted ratings. Finally, the predicted ratings for the items are sorted according to the predicted value, and the top-N items are proposed to the user as recommendations, where N is the number of items recommended to the user.","2012-05-31","2023-05-03 15:49:24","2023-05-03 15:49:25","2023-05-03 15:49:24","51-60","","3","3","","IJSEA","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\gabra\Zotero\storage\HDGDY5EY\Mulla - 2012 - A New Approach to Requirement Elicitation Based on.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHW3EVQD","journalArticle","2019","Ali, Zahid; Yaseen, Muhammad; Ahmed, Salman","Effective communication as critical success factor during requirement elicitation in global software development","","","","","","Requirements implementation is difficult phase of software engineering. In Global Software Development (GSD) it becomes more difficult to collect user requirements. Effective and proper communication between clients and vendors in GSD has significant role in successful collection of requirements. There is need to analyze how role of effective communication varies for different company sizes, time period experimental methods and from continent to continent. Systematic Literature Review (SLR) is applied to achieve goals and objectives.","2019","2023-05-03 15:49:30","2023-05-03 15:49:30","","","","","8","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\7SDGTSHK\Ali et al. - 2019 - Effective communication as critical success factor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJL2TG3J","journalArticle","1997","Goldin, Leah; Berry, Daniel M.","AbstFinder, A Prototype Natural Language Text Abstraction Finder for Use in Requirements Elicitation","Automated Software Engineering","","1573-7535","10.1023/A:1008617922496","https://doi.org/10.1023/A:1008617922496","Abstraction identification is named as a key problem in requirements analysis. Typically, the abstrac-tions must be found among the large mass of natural language text collected from the clients and users. This paper motivates and describes a new approach, based on traditional signal processing methods. for finding abstractions in natural language text and offers a new tool, AbstFinder as an implementation of this approach. The advantages and disadvantages of the approach and the design of the tool are discussed in detail. Various scenarios for use of the tool are offered. Some of these scenarios were used in case study of the effectiveness of rhe tool on an industrial-strength example of finding abstractions in a request for proposals.","1997-10-01","2023-05-03 15:49:36","2023-05-03 15:49:36","2023-05-03 15:49:36","375-412","","4","4","","Automated Software Engineering","","","","","","","","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\N5VZLYHF\Goldin and Berry - 1997 - AbstFinder, A Prototype Natural Language Text Abst.pdf","","","requirements elicitation; abstraction finder; evaluation of tool; natural language text; tool use method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESR2I4US","journalArticle","2020","Li, Jinyu; Ullah, Asif; Li, Jun; Nazir, Shah; Khan, Habib Ullah; Ur Rehman, Hanif; Haq, Amin Ul","Attributes-Based Decision Making for Selection of Requirement Elicitation Techniques Using the Analytic Network Process","Mathematical Problems in Engineering","","1024-123X","10.1155/2020/2156023","https://www.hindawi.com/journals/mpe/2020/2156023/","Requirement engineering is the first phase of software engineering. In requirement engineering, the first phase is requirement elicitation (RE), which is the most critical and error-prone activity. In this phase, the requirements are extracted from various sources; after extraction, they are analyzed and documented for a specific purpose of software development. In RE, process requirements from stakeholders are gathered, upon which the entire software product failure and success are dependent. In order to accomplish the goal of requirement elicitation, various techniques are used. However, the selection of these techniques is a very challenging task, as one technique may suit a situation but may not be suited for other situations. Besides this, project attributes such as documentation culture of organization, degree of relationship among stakeholders, and familiarity to domain also have a great impact on the process of technique selection. The reason is that there is no empirical value of the techniques that provide help in techniques selection to analyze the basis software project attributes. This study proposed the analytic network process, which is one of the multicriteria decision making processes for the elicitation technique selection process with respect to criterion attributes of project. The motivation toward the use of the ANP approach for the selection of requirement selection technique is that there are dependencies existing among attributes of the project elements. So, the ANP approach is capable of dealing with such situations where dependencies and complexity occur. Results of the proposed study demonstrate that the technique helps in complex situations where decision making is difficult based on the alternatives.","2020-09-08","2023-05-03 15:51:32","2023-05-03 15:51:32","2023-05-03 15:51:32","e2156023","","","2020","","","","","","","","","","en","","","","","www.hindawi.com","","Publisher: Hindawi","","C:\Users\gabra\Zotero\storage\VABZVUSB\Li et al. - 2020 - Attributes-Based Decision Making for Selection of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZAZX5MZ","journalArticle","2017","Ali, Naveed; Lai, Richard","A method of requirements elicitation and analysis for Global Software Development","Journal of Software: Evolution and Process","","2047-7481","10.1002/smr.1830","https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1830","To perform requirements elicitation and analysis, effective communication and collaboration between stakeholders are necessary. Global Software Development (GSD), where software teams are located in different parts of the world, has become increasingly popular. However, geographical distance, cultural diversity, differences in time zones, and language barriers create difficulties for GSD stakeholders in engaging in effective communication. Taking into consideration the factors involved in GSD, previous research showed that the ways by which requirements are gathered and analyzed for collocated software development cannot be used effectively for GSD. Thus, in this paper, we present a method of requirements elicitation and analysis for GSD. The method consists of 4 stages: (1) data collection; (2) educating stakeholders about GSD issues; (3) post-education assessment; and (4) requirements elicitation and analysis. Past researchers used student groups in a university environment to play the roles of stakeholders in experiments in GSD studies. Likewise, we preliminarily validate our method by applying it to a case study of an online shopping system, where the roles of client, requirements engineer, project analyst, and designers were played by a group of students.","2017","2023-05-03 15:51:38","2023-05-03 15:51:38","2023-05-03 15:51:38","e1830","","4","29","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/smr.1830","","","","","requirements analysis; requirements elicitation; distributed teams; Global Software Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3CS33JS","journalArticle","2010","Aranda, Gabriela N.; Vizcaíno, Aurora; Piattini, Mario","A framework to improve communication during the requirements elicitation process in GSD projects","Requirements Engineering","","1432-010X","10.1007/s00766-010-0105-9","https://doi.org/10.1007/s00766-010-0105-9","Achieving a shared understanding of requirements is difficult in any situation, even more so in global software development projects. In such environments, people must deal not only with the lack of face to face communication, but also with other issues such as time difference, cultural diversity and a large amount of information originating from different sources throughout the world. Obtaining the right requirements therefore implies extra effort. In order to minimize such problems, we propose a framework that focuses on analyzing the factors that may be problematic in global software development and which suggests a set of strategies to improve the requirements elicitation process in such environments. In this paper, we describe the different phases of our framework and present the results of an experiment that test part of this framework. The results indicate that applying some of the strategies proposed in the framework seems to positively affect the stakeholders’ satisfaction with regard to communication. Moreover, the quality of the written software requirements specifications seems to be better as well when using those strategies.","2010-11-01","2023-05-03 15:51:41","2023-05-03 15:51:41","2023-05-03 15:51:41","397-417","","4","15","","Requirements Eng","","","","","","","","en","","","","","Springer Link","","","","","","","Requirements elicitation; Global software development; Cognitive informatics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FEIAN3S","journalArticle","","Kassel, Neil W; Malloy, Brian A","AN APPROACH TO AUTOMATE REQUIREMENTS ELICITATION AND SPECIFICATION","","","","","","This paper presents an approach to partially automate the requirements elicitation and specification processes. Because human interaction is of vital importance in requirements elicitation, it is almost impossible and impractical to fully automate the elicitation process. Our approach, combined with other established techniques, will increase the probability that the customer states real and nearly complete requirements. We have developed a prototype tool to support our approach, which can be used independently or jointly by customers, users, software engineers, and domain experts. The ultimate goal of our approach is to demonstrate the potential for this automated tool to improve the requirements elicitation and specification processes.","","2023-05-03 15:51:49","2023-05-03 15:51:49","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\6574CW7X\Kassel and Malloy - AN APPROACH TO AUTOMATE REQUIREMENTS ELICITATION A.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HWI9T4X","conferencePaper","2014","Przybylek, Adam","A business-oriented approach to requirements elicitation","2014 9th International Conference on Evaluation of Novel Approaches to Software Engineering (ENASE)","","","","","""The hardest single part of building a software system is deciding precisely what to build"" (Brooks, 1987). Faulty requirements analysis is a major reason for project failure or unsatisfactory information systems that do not fulfill business needs. Although it has been long recognized that system requirements can only be understood within the context of the business processes and business modeling has become the initial phase of most software processes, the transition between business modeling and requirements gathering is still a challenge for research. Moreover, existing work in this area tends to introduce accidental difficulties. This paper reports the results of an action research conducted for elaborating a Business-Oriented approach to Requirements Elicitation. Our approach integrates Requirements Engineering with Business Process Engineering and derives system requirements based on business process models. This ensures that system requirements meet real business needs. The proposed approach is illustrated by a real-world example.","2014-04","2023-05-03 15:51:50","2023-05-03 15:51:50","","1-12","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Conferences; Unified modeling language; Software systems; Requirements; Analytical models; Activity Diagram; BPM; Business Process Modeling; Computational modeling; Organizations; Traceability; UCDA; UML; Use Cases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 9th International Conference on Evaluation of Novel Approaches to Software Engineering (ENASE)","","","","","","","","","","","","","","",""
"2EWJPLCB","journalArticle","2006","Tsumaki, Toshihiko; Tamai, Tetsuo","Framework for matching requirements elicitation techniques to project characteristics","Software Process: Improvement and Practice","","1099-1670","10.1002/spip.293","https://onlinelibrary.wiley.com/doi/abs/10.1002/spip.293","One of the most difficult jobs for requirements engineers is to select an appropriate RE method for the project at hand. Good engineers make good choices and have skills in applying selected techniques appropriately. Poor engineers usually have a narrow choice range limited by their training and biased by their experience. Once a RE technique that does not fit the current project is selected, the project is doomed to fail. In this article, we propose a framework to characterize typical RE techniques and use it as a base for selecting appropriate techniques at the time a project is started, as well as at the time a change in the nature of the project is recognized, or an obstacle is encountered in defining a suitable set of requirements. Copyright © 2006 John Wiley & Sons, Ltd.","2006","2023-05-03 15:51:56","2023-05-03 15:51:56","2023-05-03 15:51:56","505-519","","5","11","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/spip.293","","","","","brainstorming; domain decomposition; goal oriented; project characteristics; requirements engineering techniques; scenario based; situation change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVGMPKFT","journalArticle","2012","Anwar, Fares; Razali, Rozilawati","A Practical Guide to Requirements Elicitation Techniques Selection - An Empirical Study","","","","","","Requirements elicitation (RE) is the most critical phase in requirement engineering. It is the moment in which analysts elicit, understand and validate the requirements of a system from stakeholders. RE process is resource-intensive and it is therefore accomplished with the support of predetermined techniques. The advancement of technology has introduced many RE techniques and thus analysts are provided with various possible options. The options however are not always obvious. It is uncertain on how to select the right techniques for specific situations under certain conditions. Although several selection guidelines do exist, they are mainly theoretical rather than pragmatic. This study addressed this issue by conducting in-depth interviews with five experienced practitioners from four Middle-Eastern software organisations. The objective of the study was to identify the important factors that contribute to RE techniques selection from the perspective of practitioners in the industry. Four factors were identified by using content analysis, namely technique features, stakeholder characteristics, requirements sources and project environment. The factors form a practical guide that could help analysts to determine the appropriate RE techniques for a given project.","2012","2023-05-03 15:52:02","2023-05-03 15:52:02","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\6RMZ64NX\Anwar and Razali - 2012 - A Practical Guide to Requirements Elicitation Tech.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF8YA47F","journalArticle","2002","Coughlan, Jane; Macredie, Robert D.","Effective Communication in Requirements Elicitation: A Comparison of Methodologies","Requirements Engineering","","1432-010X","10.1007/s007660200004","https://doi.org/10.1007/s007660200004","The elicitation or communication of user requirements comprises an early and critical but highly error-prone stage in system development. Socially oriented methodologies provide more support for user involvement in design than the rigidity of more traditional methods, facilitating the degree of user–designer communication and the ‘capture’ of requirements. A more emergent and collaborative view of requirements elicitation and communication is required to encompass the user, contextual and organisational factors. From this accompanying literature in communication issues in requirements elicitation, a four-dimensional framework is outlined and used to appraise comparatively four different methodologies seeking to promote a closer working relationship between users and designers. The facilitation of communication between users and designers is subject to discussion of the ways in which communicative activities can be ‘optimised’ for successful requirements gathering, by making recommendations based on the four dimensions to provide fruitful considerations for system designers.","2002-06-01","2023-05-03 15:52:05","2023-05-03 15:52:05","2023-05-03 15:52:05","47-60","","2","7","","Requirements Eng","Effective Communication in Requirements Elicitation","","","","","","","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\YQRMVNV7\Coughlan and Macredie - 2002 - Effective Communication in Requirements Elicitatio.pdf","","","Communication –; Context –; Elicitation –; Requirements –; Socially oriented methodologies –; User–designer interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GT2UZIJU","conferencePaper","1991","Dardenne, A.; Fickas, S.; Lamsweerde, A. van","Goal-directed concept acquisition in requirements elicitation","","","","10.1109/IWSSD.1991.213081","https://www.computer.org/csdl/proceedings-article/iwssd/1991/00213081/12OmNwoPtx5","Requirements analysis includes an acquisition step where a global model for the specification of the system and its environment is elaborated. This model involves concepts that are usually not found in the final formal specification, such as goals to be achieved, agents and their responsibilities, etc. The authors present an approach for model acquisition which is driven by such goals. They describe a conceptual meta-model in terms of which requirements models are acquired. The acquisition strategy can be viewed as a systematic way to traversing this meta-model backwards from the goals. The goal-directed acquisition strategy and the use of the meta-model are illustrated with a case study, the specification of a simple elevator system.","1991-01-01","2023-05-03 15:52:10","2023-05-03 15:52:10","2023-05-03 15:52:10","14,15,16,17,18,19,20,21-14,15,16,17,18,19,20,21","","","","","","","","","","","IEEE Computer Society","","English","","","","","www.computer.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Sixth International Workshop on Software Specification and Design","","","","","","","","","","","","","","",""
"RFCFASLB","conferencePaper","1993","Goguen, J.A.; Linde, C.","Techniques for requirements elicitation","[1993] Proceedings of the IEEE International Symposium on Requirements Engineering","","","10.1109/ISRE.1993.324822","","The authors survey and evaluate techniques for eliciting requirements of computer-based systems, paying particular attention to dealing with social issues. The methods surveyed include introspection, interviews, questionnaires, and protocol, conversation, interaction, and discourse analyses. The last three techniques grew out of ethnomethodology and sociolinguistics. They can elicit tacit knowledge by observing actual interactions in the workplace, and can also be applied to the system development process itself.<>","1993-01","2023-05-03 15:52:16","2023-05-03 15:52:16","","152-164","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Knowledge engineering; Bibliographies; Hardware; Software systems; Programming profession; Cultural differences; Contracts; Employment; Protocols; Telecommunication computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","[1993] Proceedings of the IEEE International Symposium on Requirements Engineering","","","","","","","","","","","","","","",""
"DXQBP4XJ","book","2009","Zin, Abdullah; Che Pa, Noraini","Measuring communication gap in software requirements elicitation process","","","","","","Requirements elicitation is a process of seeking, uncovering, acquiring and elaborating requirements for developing a computer-based system. These processes involve communication between customers and developers. Techniques of communication that are normally used includes verbal, written and interpersonal. According to previous researches, there are numerous communication problems occurred between customers and developers during the requirement elicitation process. This study describes a technique for measuring communication gap between customers and developers during requirements elicitation. This technique is constructed by using Iterative Triangulation method. Five variables are proposed in this measurement: input, communication skills, personality, medium and procedures. The evaluation indicates that the proposed technique is able to produce the right measurement of the communication gap between customers and developers during requirements elicitation.","2009-02-21","2023-05-03 15:52:18","2023-05-03 15:52:18","","","66","","","","","","","","","","","","","","","","","ResearchGate","","Pages: 71","","C:\Users\gabra\Zotero\storage\EJUKUG85\Zin and Che Pa - 2009 - Measuring communication gap in software requiremen.pdf; ","https://www.researchgate.net/profile/Abdullah-Zin-2/publication/262166560_Measuring_communication_gap_in_software_requirements_elicitation_process/links/5604cc1d08ae5e8e3f31095f/Measuring-communication-gap-in-software-requirements-elicitation-process.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKW94D6S","conferencePaper","2006","Geisser, Michael; Hildenbrand, Tobias","A Method for Collaborative Requirements Elicitation and Decision-Supported Requirements Analysis","Advanced Software Engineering: Expanding the Frontiers of Software Technology","978-0-387-34831-5","","10.1007/978-0-387-34831-5_9","","As software systems become more and more complex with a multitude of stakeholders involved in development activities, novel ways of conducting the process of requirements elicitation and analysis are to be found. Therefore, this paper introduces a method for collaborative requirements elicitation and decision-supported requirements analysis. Accompanying this method, appropriate tools and techniques, both existing and custom-made, are referred to. The method is designed for a geographically distributed collaborative environment in order to support software manufacturers as well as IT departments which develop software solutions for multiple users or even consortiums of customers.","2006","2023-05-03 15:52:21","2023-05-03 15:52:21","","108-122","","","","","","","IFIP International Federation for Information Processing","","","","Springer US","Boston, MA","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\WPNCDCWX\Geisser and Hildenbrand - 2006 - A Method for Collaborative Requirements Elicitatio.pdf","","","Software Engineering; Requirement Engineering; Analytic Hierarchy Process; Requirement Elicitation; Spiral Model","Ochoa, Sergio F.; Roman, Gruia-Catalin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PCEJ6GP","conferencePaper","2011","Farfeleder, Stefan; Moser, Thomas; Krall, Andreas; Stålhane, Tor; Omoronyia, Inah; Zojer, Herbert","Ontology-Driven Guidance for Requirements Elicitation","The Semanic Web: Research and Applications","978-3-642-21064-8","","10.1007/978-3-642-21064-8_15","","Requirements managers aim at keeping their sets of requirements well-defined, consistent and up to date throughout a project’s life cycle. Semantic web technologies have found many valuable applications in the field of requirements engineering, with most of them focusing on requirements analysis. However the usability of results originating from such requirements analyses strongly depends on the quality of the original requirements, which often are defined using natural language expressions without meaningful structures. In this work we present the prototypic implementation of a semantic guidance system used to assist requirements engineers with capturing requirements using a semi-formal representation. The semantic guidance system uses concepts, relations and axioms of a domain ontology to provide a list of suggestions the requirements engineer can build on to define requirements. The semantic guidance system is evaluated based on a domain ontology and a set of requirements from the aerospace domain. The evaluation results show that the semantic guidance system effectively supports requirements engineers in defining well-structured requirements.","2011","2023-05-03 15:52:38","2023-05-03 15:52:38","","212-226","","","","","","","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\XVU4FZVZ\Farfeleder et al. - 2011 - Ontology-Driven Guidance for Requirements Elicitat.pdf","","","requirements engineering; requirements elicitation; domain ontology; elicitation guidance","Antoniou, Grigoris; Grobelnik, Marko; Simperl, Elena; Parsia, Bijan; Plexousakis, Dimitris; De Leenheer, Pieter; Pan, Jeff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69WLEUP5","conferencePaper","1996","Hudlicka, E.","Requirements elicitation with indirect knowledge elicitation techniques: comparison of three methods","Proceedings of the Second International Conference on Requirements Engineering","","","10.1109/ICRE.1996.491424","","In this paper we describe a case study comparing the effectiveness of three indirect knowledge elicitation techniques: repertory grid analysis, multi-dimensional scaling, and hierarchical clustering. These techniques are used in situations where it is difficult for the expert to articulate their knowledge in response to direct questions. The techniques were compared in terms of the number of attributes elicited, the ease with which these data were obtained, and the degree of post-analysis and interpretation required. The study was conducted in the domain of airline safety inspections and the objective was to define inspection indicators. The results of this study indicate that the repertory grid analysis method generates all of the attributes produced by the other two methods, that it is easy to apply in the field, and is useful without complex analysis and re-interpretation of the results.","1996-04","2023-05-03 15:52:50","2023-05-03 15:52:50","","4-11","","","","","","Requirements elicitation with indirect knowledge elicitation techniques","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\T4DVMBN4\491424.html","","","Programming; Knowledge engineering; Application software; Costs; Problem-solving; Inspection; Knowledge based systems; Laboratories; Mesh generation; Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Second International Conference on Requirements Engineering","","","","","","","","","","","","","","",""
"7FGZSGL4","conferencePaper","2006","Jaramillo, Carlos Mario Zapata; Gelbukh, Alexander; Isaza, Fernando Arango","Pre-conceptual Schema: A Conceptual-Graph-Like Knowledge Representation for Requirements Elicitation","MICAI 2006: Advances in Artificial Intelligence","978-3-540-49058-6","","10.1007/11925231_3","","A simple representation framework for ontological knowledge with dynamic and deontic characteristics is presented. It represents structural relationships (is-a, part/whole), dynamic relationships (actions such as register, pay, etc.), and conditional relationships (if-then-else). As a case study, we apply our representation language to the task of requirements elicitation in software engineering. We show how our pre-conceptual schemas can be obtained from controlled natural language discourse and how these diagrams can be then converted into standard UML diagrams. Thus our representation framework is shown to be a useful intermediate step for obtaining UML diagrams from natural language discourse.","2006","2023-05-03 15:53:06","2023-05-03 15:53:06","","27-37","","","","","","Pre-conceptual Schema","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","Requirement Elicitation; Conceptual Graph; Dynamic Relationship; Knowledge Representation; Semantic Network","Gelbukh, Alexander; Reyes-Garcia, Carlos Alberto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLRZWDHZ","conferencePaper","2004","Tuunanen, T.; Rossi, M.","Engineering a method for wide audience requirements elicitation and integrating it to software development","37th Annual Hawaii International Conference on System Sciences, 2004. Proceedings of the","","","10.1109/HICSS.2004.1265420","","Consumer oriented information systems development has become increasingly important matter, as more and more complex information systems are targeted towards consumer markets. We argue that developing IS for non-organizational users creates new problems, which IS and requirement engineering (RE) community should attend to. First of all, the elicitation of requirements becomes more difficult as usually consumers do not explicitly know what they want, and it is difficult for them to express their ideas. To support different views of product development, such as project management and design, the method should present requirements in a 'rich enough' way to avoid overloading management, but in the same time giving designers the detailed information they need. Last but not the least, the results of requirements engineering should be easy to integrate to the software development process. To this end, we have constructed a new RE method and its support environment within Metaedit+ Meta CASE tool. We based our method on critical success chains (CSC) method, which supports top-down approach for planning, but also provides for wide participation of IS customers to get rich information. CSC aggregates the results of many individual interviews into meaningful graphical models of what is critically important about a potential system. In our work, CSC is extended with customer segmentation and lead user concepts from marketing.","2004-01","2023-05-03 15:57:00","2023-05-03 15:57:00","","10 pp.-","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Programming; Project management; Product development; Aggregates; Computer aided software engineering; Design methodology; Environmental economics; Information systems; Java; Power engineering and energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37th Annual Hawaii International Conference on System Sciences, 2004. Proceedings of the","","","","","","","","","","","","","","",""
